,wd11cd,comparison_Number_of_charities
3186,E05007166,15
3187,E05007167,17
3188,E05007168,8
3189,E05007169,9
3190,E05007170,12
3191,E05007171,10
3192,E05007172,15
3193,E05007177,12
3194,E05007178,10
3195,E05007179,10
3196,E05007181,6
3197,E05007182,12
3198,E05007183,4
3199,E05007184,11
3200,E05007185,18
3201,E05007186,11
3202,E05007187,11
3203,E05007188,5
3204,E05007189,12
3205,E05007190,5
3206,E05007191,7
3207,E05007192,8
3208,E05007194,25
3209,E05007195,30
3210,E05007196,3
3211,E05007197,12
3212,E05007198,10
3213,E05007199,16
3214,E05007200,15
3215,E05007201,5
3216,E05007202,36
3217,E05007203,17
3218,E05007204,21
3219,E05007205,17
3220,E05007208,15
3221,E05007209,18
3222,E05007210,4
3223,E05007211,13
3224,E05007212,23
3225,E05007213,21
3226,E05007214,20
3227,E05007215,32
3228,E05007216,15
3229,E05007217,10
3230,E05007219,23
3231,E05007220,16
3232,E05007221,12
3233,E05007222,14
3234,E05007223,19
3235,E05007224,24
3236,E05007225,14
3237,E05007227,14
3238,E05007228,14
3239,E05007229,12
3240,E05007230,11
3241,E05007231,20
3242,E05007232,9
3243,E05007233,12
3244,E05007234,12
3245,E05007235,20
3246,E05007236,13
3247,E05007237,14
3248,E05007238,11
3249,E05007239,9
3250,E05007240,9
3251,E05007241,8
3252,E05007242,7
3253,E05007243,12
3254,E05007244,7
3255,E05007245,38
3256,E05007246,37
3257,E05007247,16
3258,E05007248,2
3259,E05007249,20
3260,E05007250,18
3261,E05007251,25
3262,E05007252,30
3263,E05007253,16
3264,E05007254,32
3265,E05007255,10
3266,E05007256,15
3267,E05007257,18
3268,E05007262,29
3269,E05007263,24
3270,E05007264,12
3271,E05007266,6
3272,E05007267,24
3273,E05007268,8
3274,E05007269,7
3275,E05007270,8
3276,E05007271,9
3277,E05007272,23
3278,E05007273,11
3279,E05007274,21
3280,E05007275,8
3281,E05007277,12
3282,E05007278,6
3283,E05007279,15
3284,E05007280,3
3285,E05007281,20
3286,E05007282,9
3287,E05007283,28
3288,E05007284,14
3289,E05007285,12
3290,E05007286,18
3291,E05007287,10
3292,E05007288,16
3293,E05007291,26
3294,E05007292,9
3295,E05007295,21
3296,E05007299,10
3297,E05007300,14
3298,E05007301,16
3299,E05007308,16
3300,E05007309,19
3301,E05007310,23
3302,E05007312,24
3303,E05007313,25
3304,E05007314,7
3305,E05007320,10
3306,E05007321,13
3307,E05007323,31
3308,E05007324,22
3309,E05007335,13
3310,E05007338,4
3311,E05007339,2
3312,E05007346,31
3313,E05007347,17
3314,E05007348,13
3315,E05007349,8
3316,E05007350,13
3317,E05007351,13
3318,E05007352,12
3319,E05007353,9
3320,E05007354,17
3321,E05007355,17
3322,E05007356,8
3323,E05007357,20
3324,E05007358,10
3325,E05007359,18
3326,E05007360,22
3327,E05007361,14
3328,E05007362,14
3329,E05007363,11
3330,E05007364,12
3331,E05007365,17
3332,E05007366,17
3333,E05007367,11
3334,E05007368,23
3335,E05007369,28
3336,E05007370,9
3337,E05007371,11
3338,E05007372,9
3339,E05007373,9
3340,E05007374,22
3341,E05007375,22
3342,E05007376,9
3343,E05007377,19
3344,E05007378,7
3345,E05007379,15
3346,E05007380,19
3347,E05007381,18
3348,E05007382,18
3349,E05007383,5
3350,E05007384,18
3351,E05007385,14
3352,E05007386,13
3353,E05007387,15
3354,E05007388,8
3355,E05007389,13
3356,E05007390,21
3357,E05007392,6
3358,E05007393,7
3359,E05007396,1
3360,E05007402,12
3361,E05007410,1
3362,E05007411,4
3363,E05007414,2
3364,E05007419,12
3365,E05007420,1
3366,E05007423,2
3367,E05007424,9
3368,E05007426,1
3369,E05007427,15
3370,E05007428,27
3371,E05007434,26
3372,E05007435,42
3373,E05007436,16
3374,E05007440,10
3375,E05007441,11
3376,E05007442,14
3377,E05007443,4
3378,E05007444,8
3379,E05007445,20
3380,E05007446,32
3381,E05007447,16
3382,E05007448,14
3383,E05007449,19
3384,E05007450,4
3385,E05007451,24
3386,E05007452,13
3387,E05007453,5
3388,E05007454,26
3389,E05007455,14
3390,E05007456,17
3391,E05007457,1
3392,E05007460,1
3393,E05007467,5
3394,E05007474,17
3395,E05007475,3
3396,E05007476,2
3397,E05007477,1
3398,E05007478,6
3399,E05007479,9
3400,E05007480,3
3401,E05007482,14
3402,E05007483,6
3403,E05007484,4
3404,E05007485,6
3405,E05007486,17
3406,E05007487,7
3407,E05007488,14
3408,E05007489,11
3409,E05007490,10
3410,E05007491,12
3411,E05007492,17
3412,E05007493,10
3413,E05007494,21
3414,E05007495,8
3415,E05007496,5
3416,E05007497,37
3417,E05007498,29
3418,E05007500,12
3419,E05007501,13
3420,E05007502,5
3421,E05007503,6
3422,E05007504,12
3423,E05007505,13
3424,E05007506,16
3425,E05007507,9
3426,E05007508,2
3427,E05007510,5
3428,E05007512,7
3429,E05007515,18
3430,E05007517,8
3431,E05007519,19
3432,E05007520,13
3433,E05007524,17
3434,E05007525,16
3435,E05007526,8
3436,E05007528,25
3437,E05007530,11
3438,E05007531,15
3439,E05007532,18
3440,E05007534,37
3441,E05007535,7
3442,E05007543,7
3443,E05007544,9
3444,E05007545,37
3445,E05007546,19
3446,E05007547,5
3447,E05007548,18
3448,E05007549,6
3449,E05007550,15
3450,E05007551,28
3451,E05007552,25
3452,E05007554,19
3453,E05007557,14
3454,E05007558,39
3455,E05007559,37
3456,E05007560,11
3457,E05007561,18
3458,E05007562,6
3459,E05007564,4
3460,E05007565,7
3461,E05007566,7
3462,E05007567,12
3463,E05007568,10
3464,E05007569,4
3465,E05007570,5
3466,E05007571,15
3467,E05007572,12
3468,E05007573,1
3469,E05007574,15
3470,E05007575,8
3471,E05007576,11
3472,E05007577,15
3473,E05007578,19
3474,E05007579,29
3475,E05007580,26
3476,E05007581,10
3477,E05007582,7
3478,E05007583,6
3479,E05007584,16
3480,E05007585,12
3481,E05007586,10
3482,E05007587,17
3483,E05007588,10
3484,E05007589,7
3485,E05007590,13
3486,E05007591,13
3487,E05007592,16
3488,E05007593,5
3489,E05007594,5
3490,E05007595,10
3491,E05007596,9
3492,E05007597,6
3493,E05007598,28
3494,E05007599,24
3495,E05007600,7
3496,E05007601,11
3497,E05007602,22
3498,E05007603,17
3499,E05007604,28
3500,E05007605,12
3501,E05007606,29
3502,E05007607,50
3503,E05007608,11
3504,E05007609,8
3505,E05007610,9
3506,E05007611,12
3507,E05007612,30
3508,E05007613,15
3509,E05007614,24
3510,E05007615,24
3511,E05007616,10
3512,E05007617,20
3513,E05007618,7
3514,E05007619,39
3515,E05007620,28
3516,E05007621,18
3517,E05007622,14
3518,E05007623,18
3519,E05007624,11
3520,E05007625,15
3521,E05007626,16
3522,E05007627,7
3523,E05007628,23
3524,E05007629,11
3525,E05007630,10
3526,E05007631,6
3527,E05007632,5
3528,E05007633,3
3529,E05007634,10
3530,E05007635,14
3531,E05007636,12
3532,E05007637,10
3533,E05007638,10
3534,E05007639,8
3535,E05007640,7
3536,E05007641,14
3537,E05007642,14
3538,E05007643,8
3539,E05007644,5
3540,E05007645,10
3541,E05007646,30
3542,E05007647,18
3543,E05007648,6
3544,E05007649,30
3545,E05007650,54
3546,E05007651,28
3547,E05007652,19
3548,E05007653,12
3549,E05007655,10
3550,E05007656,14
3551,E05007657,23
3552,E05007658,27
3553,E05007659,13
3554,E05007660,25
3555,E05007661,18
3556,E05007662,9
3557,E05007663,14
3558,E05007664,28
3559,E05007665,14
3560,E05007666,34
3561,E05007667,15
3562,E05007668,29
3563,E05007669,10
3564,E05007670,14
3565,E05007671,6
3566,E05007672,14
3567,E05007673,13
3568,E05007674,14
3569,E05007675,10
3570,E05007676,11
3571,E05007677,19
3572,E05007678,21
3573,E05007679,31
3574,E05007680,10
3575,E05007681,19
3576,E05007682,13
3577,E05007683,10
3578,E05007684,19
3579,E05007685,1
3580,E05007686,13
3581,E05007687,10
3582,E05007688,12
3583,E05007689,20
3584,E05007690,10
3585,E05007691,40
3586,E05007692,2
3587,E05007693,32
3588,E05007694,7
3589,E05007695,16
3590,E05007696,20
3591,E05007697,9
3592,E05007698,24
3593,E05007699,13
3594,E05007700,15
3595,E05007701,27
3596,E05007702,2
3597,E05007703,17
3598,E05007704,14
3599,E05007705,7
3600,E05007706,21
3601,E05007846,5
3602,E05007847,4
3603,E05007849,15
3604,E05007850,12
3605,E05007853,9
3606,E05007854,15
3607,E05007855,13
3608,E05007857,5
3609,E05007858,8
3610,E05007859,3
3611,E05007860,26
3612,E05007861,1
3613,E05007862,5
3614,E05007863,26
3615,E05007865,18
3616,E05007866,20
3617,E05007895,5
3618,E05007896,12
3619,E05007898,13
3620,E05007899,11
3621,E05007900,32
3622,E05007902,6
3623,E05007908,12
3624,E05007909,13
3625,E05007910,9
3626,E05007911,8
3627,E05007912,22
3628,E05007913,7
3629,E05007914,14
3630,E05007915,7
3631,E05007916,7
3632,E05007917,7
3633,E05007918,8
3634,E05007921,4
3635,E05007922,26
3636,E05007923,15
3637,E05007924,22
3638,E05007925,18
3639,E05007926,6
3640,E05007927,14
3641,E05007928,10
3642,E05007929,29
3643,E05007930,17
3644,E05007931,8
3645,E05007932,5
3646,E05007933,9
3647,E05007934,22
3648,E05007935,15
3649,E05007936,8
3650,E05007937,17
3651,E05007938,16
3652,E05007940,17
3653,E05007941,16
3654,E05007942,4
3655,E05007943,17
3656,E05007944,4
3657,E05007945,15
3658,E05007959,22
3659,E05007960,49
3660,E05007963,14
3661,E05007964,8
3662,E05007966,5
3663,E05007970,10
3664,E05007972,9
3665,E05007975,9
3666,E05007976,14
3667,E05007984,5
3668,E05007985,20
3669,E05007986,9
3670,E05007991,3
3671,E05007994,1
3672,E05008002,26
3673,E05008005,1
3674,E05008007,13
3675,E05008010,1
3676,E05008011,11
3677,E05008012,15
3678,E05008013,50
3679,E05008014,13
3680,E05008015,11
3681,E05008016,5
3682,E05008017,5
3683,E05008018,15
3684,E05008019,7
3685,E05008020,12
3686,E05008021,8
3687,E05008022,22
3688,E05008023,4
3689,E05008024,1
3690,E05008025,7
3691,E05008026,34
3692,E05008027,6
3693,E05008028,29
3694,E05008029,5
3695,E05008030,9
3696,E05008031,28
3697,E05008032,12
3698,E05008033,3
3699,E05008034,1
3700,E05008035,30
3701,E05008036,2
3702,E05008037,2
3703,E05008038,6
3704,E05008039,10
3705,E05008040,6
3706,E05008041,6
3707,E05008042,12
3708,E05008043,10
3709,E05008044,14
3710,E05008045,15
3711,E05008046,6
3712,E05008047,21
3713,E05008048,24
3714,E05008049,13
3715,E05008050,11
3716,E05008051,5
3717,E05008052,7
3718,E05008053,30
3719,E05008054,1
3720,E05008055,4
3721,E05008056,17
3722,E05008057,32
3723,E05008058,9
3724,E05008059,18
3725,E05008060,19
3726,E05008061,9
3727,E05008062,5
3728,E05008063,6
3729,E05008064,34
3730,E05008065,10
3731,E05008066,5
3732,E05008067,20
3733,E05008068,26
3734,E05008069,10
3735,E05008070,14
3736,E05008071,4
3737,E05008072,15
3738,E05008073,38
3739,E05008074,3
3740,E05008075,6
3741,E05008076,23
3742,E05008077,11
3743,E05008078,4
3744,E05008079,32
3745,E05008080,5
3746,E05008081,19
3747,E05008082,16
3748,E05008083,7
3749,E05008084,30
3750,E05008137,1
3751,E05008138,11
3752,E05008141,1
3753,E05008145,22
3754,E05008146,26
3755,E05008147,11
3756,E05008148,19
3757,E05008152,6
3758,E05008154,13
3759,E05008155,36
3760,E05008158,1
3761,E05008159,10
3762,E05008161,2
3763,E05008163,14
3764,E05008167,1
3765,E05008174,30
3766,E05008175,16
3767,E05008176,18
3768,E05008177,9
3769,E05008179,15
3770,E05008182,1
3771,E05008183,10
3772,E05008184,16
3773,E05008185,30
3774,E05008188,15
3775,E05008189,11
3776,E05008192,12
3777,E05008194,5
3778,E05008195,25
3779,E05008196,14
3780,E05008197,17
3781,E05008198,10
3782,E05008199,22
3783,E05008200,10
3784,E05008201,12
3785,E05008202,5
3786,E05008203,22
3787,E05008204,16
3788,E05008205,8
3789,E05008206,8
3790,E05008207,9
3791,E05008208,2
3792,E05008209,9
3793,E05008210,18
3794,E05008211,14
3795,E05008212,16
3796,E05008213,9
3797,E05008214,5
3798,E05008217,31
3799,E05008218,8
3800,E05008219,5
3801,E05008220,9
3802,E05008221,9
3803,E05008222,7
3804,E05008224,21
3805,E05008225,26
3806,E05008226,8
3807,E05008227,18
3808,E05008228,18
3809,E05008229,9
3810,E05008230,6
3811,E05008231,17
3812,E05008232,13
3813,E05008233,9
3814,E05008234,13
3815,E05008236,19
3816,E05008237,4
3817,E05008238,23
3818,E05008239,10
3819,E05008240,8
3820,E05008241,13
3821,E05008242,7
3822,E05008243,13
3823,E05008244,10
3824,E05008245,17
3825,E05008246,28
3826,E05008247,8
3827,E05008248,4
3828,E05008249,23
3829,E05008250,21
3830,E05008251,21
3831,E05008252,13
3832,E05008253,9
3833,E05008254,26
3834,E05008256,17
3835,E05008262,17
3836,E05008263,20
3837,E05008264,23
3838,E05008265,9
3839,E05008266,4
3840,E05008267,18
3841,E05008268,8
3842,E05008269,8
3843,E05008271,8
3844,E05008272,16
3845,E05008274,39
3846,E05008275,11
3847,E05008276,10
3848,E05008277,20
3849,E05008278,10
3850,E05008281,13
3851,E05008282,7
3852,E05008283,10
3853,E05008284,9
3854,E05008285,4
3855,E05008286,24
3856,E05008287,21
3857,E05008288,1
3858,E05008289,12
3859,E05008290,15
3860,E05008291,17
3861,E05008293,19
3862,E05008294,41
3863,E05008295,20
3864,E05008296,7
3865,E05008297,17
3866,E05008298,25
3867,E05008299,36
3868,E05008300,11
3869,E05008301,12
3870,E05008302,16
3871,E05008303,11
3872,E05008304,5
3873,E05008305,16
3874,E05008306,9
3875,E05008307,10
3876,E05008308,32
3877,E05008310,20
3878,E05008311,8
3879,E05008312,9
3880,E05008313,8
3881,E05008318,12
3882,E05008319,18
3883,E05008320,14
3884,E05008321,13
3885,E05008322,2
3886,E05008324,1
3887,E05008325,8
3888,E05008327,1
3889,E05008332,31
3890,E05008333,27
3891,E05008334,25
3892,E05008335,33
3893,E05008336,21
3894,E05008339,19
3895,E05008340,8
3896,E05008341,10
3897,E05008342,5
3898,E05008343,26
3899,E05008344,19
3900,E05008345,7
3901,E05008346,16
3902,E05008347,8
3903,E05008348,21
3904,E05008349,13
3905,E05008350,6
3906,E05008351,11
3907,E05008352,6
3908,E05008353,11
3909,E05008354,15
3910,E05008355,34
3911,E05008357,18
3912,E05008358,9
3913,E05008359,72
3914,E05008362,19
3915,E05008364,9
3916,E05008365,20
3917,E05008366,33
3918,E05008368,15
3919,E05008369,6
3920,E05008370,24
3921,E05008373,13
3922,E05008374,6
3923,E05008375,8
3924,E05008376,14
3925,E05008377,17
3926,E05008378,25
3927,E05008379,15
3928,E05008382,4
3929,E05008385,9
3930,E05008394,22
3931,E05008395,20
3932,E05008396,35
3933,E05008397,2
3934,E05008398,28
3935,E05008400,4
3936,E05008402,14
3937,E05008403,27
3938,E05008404,6
3939,E05008405,14
3940,E05008406,12
3941,E05008407,6
3942,E05008408,14
3943,E05008409,32
3944,E05008410,12
3945,E05008411,27
3946,E05008412,14
3947,E05008413,21
3948,E05008414,41
3949,E05008416,22
3950,E05008417,7
3951,E05008418,10
3952,E05008420,21
3953,E05008479,15
3954,E05008480,7
3955,E05008481,25
3956,E05008482,10
3957,E05008483,23
3958,E05008484,18
3959,E05008485,9
3960,E05008486,13
3961,E05008487,9
3962,E05008488,16
3963,E05008489,9
3964,E05008490,5
3965,E05008491,10
3966,E05008492,9
3967,E05008493,8
3968,E05008494,9
3969,E05008495,2
3970,E05008496,11
3971,E05008497,12
3972,E05008498,6
3973,E05008499,14
3974,E05008500,16
3975,E05008501,8
3976,E05008502,11
3977,E05008503,4
3978,E05008504,14
3979,E05008505,11
3980,E05008506,2
3981,E05008507,1
3982,E05008508,8
3983,E05008509,1
3984,E05008510,6
3985,E05008511,12
3986,E05008512,8
3987,E05008513,17
3988,E05008514,7
3989,E05008515,12
3990,E05008516,6
3991,E05008517,6
3992,E05008520,13
3993,E05008521,41
3994,E05008522,5
3995,E05008523,11
3996,E05008524,10
3997,E05008525,13
3998,E05008526,16
3999,E05008527,25
4000,E05008528,29
4001,E05008529,23
4002,E05008531,25
4003,E05008533,26
4004,E05008535,30
4005,E05008537,15
4006,E05008540,9
4007,E05008541,4
4008,E05008542,6
4009,E05008543,19
4010,E05008544,28
4011,E05008546,13
4012,E05008547,2
4013,E05008548,12
4014,E05008549,5
4015,E05008550,24
4016,E05008551,8
4017,E05008553,29
4018,E05008554,6
4019,E05008555,16
4020,E05008556,10
4021,E05008557,9
4022,E05008563,6
4023,E05008567,12
4024,E05008568,9
4025,E05008569,10
4026,E05008571,21
4027,E05008572,11
4028,E05008573,7
4029,E05008574,5
4030,E05008575,39
4031,E05008576,26
4032,E05008577,13
4033,E05008578,25
4034,E05008579,8
4035,E05008580,10
4036,E05008581,12
4037,E05008582,17
4038,E05008583,27
4039,E05008584,7
4040,E05008586,3
4041,E05008587,14
4042,E05008588,20
4043,E05008589,18
4044,E05008590,18
4045,E05008591,26
4046,E05008592,10
4047,E05008593,19
4048,E05008594,20
4049,E05008596,7
4050,E05008599,18
4051,E05008600,8
4052,E05008601,27
4053,E05008602,37
4054,E05008603,14
4055,E05008604,10
4056,E05008605,16
4057,E05008606,12
4058,E05008607,14
4059,E05008608,15
4060,E05008609,27
4061,E05008612,1
4062,E05008613,28
4063,E05008614,14
4064,E05008615,12
4065,E05008617,19
4066,E05008618,29
4067,E05008619,38
4068,E05008626,1
4069,E05008627,13
4070,E05008628,22
4071,E05008630,2
4072,E05008631,19
4073,E05008632,51
4074,E05008634,26
4075,E05008635,16
4076,E05008636,3
4077,E05008637,14
4078,E05008638,26
4079,E05008639,9
4080,E05008640,19
4081,E05008641,12
4082,E05008644,1
4083,E05008645,25
4084,E05008646,25
4085,E05008647,22
4086,E05008648,6
4087,E05008649,6
4088,E05008650,9
4089,E05008651,15
4090,E05008653,21
4091,E05008660,5
4092,E05008668,1
4093,E05008670,6
4094,E05008674,3
4095,E05008682,11
4096,E05008683,22
4097,E05008684,20
4098,E05008686,11
4099,E05008687,1
4100,E05008689,15
4101,E05008690,1
4102,E05008691,10
4103,E05008693,6
4104,E05008694,1
4105,E05008695,8
4106,E05008701,12
4107,E05008702,12
4108,E05008706,1
4109,E05008708,6
4110,E05008709,23
4111,E05008710,11
4112,E05008711,8
4113,E05008712,8
4114,E05008713,13
4115,E05008751,27
4116,E05008752,25
4117,E05008753,43
4118,E05008754,12
4119,E05008755,12
4120,E05008756,20
4121,E05008757,7
4122,E05008758,7
4123,E05008759,16
4124,E05008760,27
4125,E05008761,53
4126,E05008762,22
4127,E05008763,16
4128,E05008764,12
4129,E05008765,23
4130,E05008766,3
4131,E05008767,9
4132,E05008768,12
4133,E05008769,29
4134,E05008770,18
4135,E05008771,21
4136,E05008772,15
4137,E05008773,33
4138,E05008774,30
4139,E05008775,9
4140,E05008776,11
4141,E05008777,24
4142,E05008778,37
4143,E05008779,43
4144,E05008780,35
4145,E05008781,11
4146,E05008782,9
4147,E05008783,20
4148,E05008785,38
4149,E05008792,34
4150,E05008794,5
4151,E05008799,40
4152,E05008801,41
4153,E05008802,25
4154,E05008803,32
4155,E05008804,22
4156,E05008805,6
4157,E05008807,1
4158,E05008808,22
4159,E05008809,29
4160,E05008810,7
4161,E05008811,20
4162,E05008812,2
4163,E05008813,14
4164,E05008814,13
4165,E05008815,16
4166,E05008816,5
4167,E05008817,11
4168,E05008818,45
4169,E05008819,19
4170,E05008820,7
4171,E05008821,11
4172,E05008822,12
4173,E05008823,14
4174,E05008857,2
4175,E05008858,17
4176,E05008859,2
4177,E05008860,4
4178,E05008861,3
4179,E05008862,5
4180,E05008863,1
4181,E05008864,6
4182,E05008865,4
4183,E05008866,7
4184,E05008867,2
4185,E05008868,2
4186,E05008869,2
4187,E05008870,7
4188,E05008871,2
4189,E05008872,3
4190,E05008873,3
4191,E05008874,3
4192,E05008875,4
4193,E05008876,6
4194,E05008877,3
4195,E05008878,6
4196,E05008879,3
4197,E05008880,10
4198,E05008881,3
4199,E05008882,2
4200,E05008883,5
4201,E05008884,8
4202,E05008885,7
4203,E05008886,4
4204,E05008887,3
4205,E05008888,2
4206,E05008889,3
4207,E05008890,1
4208,E05008891,5
4209,E05008892,1
4210,E05008893,25
4211,E05008905,21
4212,E05008910,6
4213,E05008914,22
4214,E05008916,9
4215,E05008917,2
4216,E05008918,8
4217,E05008920,23
4218,E05008921,12
4219,E05008922,16
4220,E05008923,14
4221,E05008924,12
4222,E05008925,9
4223,E05008926,13
4224,E05008927,19
4225,E05008929,9
4226,E05008931,1
4227,E05008934,6
